"filename", "language", "JavaScript", "CSS", "XML", "comment", "blank", "total"
"c:\Users\huber\OneDrive\Pulpit\degree\learning-system-react\src\lib\api\exam-api.js", "JavaScript", 100, 0, 0, 0, 20, 120
"c:\Users\huber\OneDrive\Pulpit\degree\learning-system-react\src\lib\api\file-api.js", "JavaScript", 16, 0, 0, 0, 4, 20
"c:\Users\huber\OneDrive\Pulpit\degree\learning-system-react\src\lib\api\lesson-api.js", "JavaScript", 45, 0, 0, 0, 11, 56
"c:\Users\huber\OneDrive\Pulpit\degree\learning-system-react\src\lib\api\question-api.js", "JavaScript", 90, 0, 0, 0, 19, 109
"c:\Users\huber\OneDrive\Pulpit\degree\learning-system-react\src\lib\api\student-api.js", "JavaScript", 18, 0, 0, 0, 3, 21
"c:\Users\huber\OneDrive\Pulpit\degree\learning-system-react\src\lib\api\submission-api.js", "JavaScript", 58, 0, 0, 0, 13, 71
"c:\Users\huber\OneDrive\Pulpit\degree\learning-system-react\src\lib\api\task-answer-api.js", "JavaScript", 72, 0, 0, 0, 15, 87
"c:\Users\huber\OneDrive\Pulpit\degree\learning-system-react\src\lib\api\task-api.js", "JavaScript", 87, 0, 0, 0, 18, 105
"c:\Users\huber\OneDrive\Pulpit\degree\learning-system-react\src\lib\api\task-submission-api.js", "JavaScript", 30, 0, 0, 0, 6, 36
"c:\Users\huber\OneDrive\Pulpit\degree\learning-system-react\src\lib\api\webex-api.js", "JavaScript", 65, 0, 0, 0, 15, 80
"c:\Users\huber\OneDrive\Pulpit\degree\learning-system-react\src\lib\auth-header.js", "JavaScript", 15, 0, 0, 0, 2, 17
"c:\Users\huber\OneDrive\Pulpit\degree\learning-system-react\src\lib\forms\answer-form.js", "JavaScript", 12, 0, 0, 0, 1, 13
"c:\Users\huber\OneDrive\Pulpit\degree\learning-system-react\src\lib\forms\assignment-form.js", "JavaScript", 49, 0, 0, 0, 2, 51
"c:\Users\huber\OneDrive\Pulpit\degree\learning-system-react\src\lib\forms\auth-form.js", "JavaScript", 66, 0, 0, 0, 3, 69
"c:\Users\huber\OneDrive\Pulpit\degree\learning-system-react\src\lib\forms\content-form.js", "JavaScript", 10, 0, 0, 0, 1, 11
"c:\Users\huber\OneDrive\Pulpit\degree\learning-system-react\src\lib\forms\course-form.js", "JavaScript", 42, 0, 0, 0, 4, 46
"c:\Users\huber\OneDrive\Pulpit\degree\learning-system-react\src\lib\forms\exam-form.js", "JavaScript", 49, 0, 0, 0, 3, 52
"c:\Users\huber\OneDrive\Pulpit\degree\learning-system-react\src\lib\forms\lesson-form.js", "JavaScript", 18, 0, 0, 0, 1, 19
"c:\Users\huber\OneDrive\Pulpit\degree\learning-system-react\src\lib\forms\question-form.js", "JavaScript", 58, 0, 0, 0, 4, 62
"c:\Users\huber\OneDrive\Pulpit\degree\learning-system-react\src\lib\forms\task-form.js", "JavaScript", 14, 0, 0, 0, 1, 15
"c:\Users\huber\OneDrive\Pulpit\degree\learning-system-react\src\lib\forms\webex-form.js", "JavaScript", 20, 0, 0, 0, 2, 22
"c:\Users\huber\OneDrive\Pulpit\degree\learning-system-react\src\lib\webex-header.js", "JavaScript", 15, 0, 0, 0, 2, 17
"c:\Users\huber\OneDrive\Pulpit\degree\learning-system-react\src\logo.svg", "XML", 0, 0, 1, 0, 0, 1
"c:\Users\huber\OneDrive\Pulpit\degree\learning-system-react\src\pages\AuthFormPage.js", "JavaScript", 5, 0, 0, 0, 2, 7
"c:\Users\huber\OneDrive\Pulpit\degree\learning-system-react\src\pages\ProfilePage.js", "JavaScript", 5, 0, 0, 0, 3, 8
"c:\Users\huber\OneDrive\Pulpit\degree\learning-system-react\src\pages\StudentPage.js", "JavaScript", 16, 0, 0, 30, 1, 47
"c:\Users\huber\OneDrive\Pulpit\degree\learning-system-react\src\pages\TeacherPage.js", "JavaScript", 30, 0, 0, 79, 1, 110
"c:\Users\huber\OneDrive\Pulpit\degree\learning-system-react\src\reportWebVitals.js", "JavaScript", 12, 0, 0, 0, 2, 14
"c:\Users\huber\OneDrive\Pulpit\degree\learning-system-react\src\setupTests.js", "JavaScript", 1, 0, 0, 4, 1, 6
"c:\Users\huber\OneDrive\Pulpit\degree\learning-system-react\src\store\auth-context.js", "JavaScript", 51, 0, 0, 0, 10, 61
"c:\Users\huber\OneDrive\Pulpit\degree\learning-system-react\src\tests\Auth\AuthForm.test.js", "JavaScript", 30, 0, 0, 6, 7, 43
"c:\Users\huber\OneDrive\Pulpit\degree\learning-system-react\src\tests\Layout\Footer.test.js", "JavaScript", 9, 0, 0, 3, 5, 17
"c:\Users\huber\OneDrive\Pulpit\degree\learning-system-react\src\tests\StartingPage\StartingPage.test.js", "JavaScript", 28, 0, 0, 3, 5, 36
"c:\Users\huber\OneDrive\Pulpit\degree\learning-system-react\src\utils\formConig.js", "JavaScript", 25, 0, 0, 0, 3, 28
"c:\Users\huber\OneDrive\Pulpit\degree\learning-system-react\src\utils\inputValidationRules.js", "JavaScript", 46, 0, 0, 8, 6, 60
"Total", "-", 8196, 3154, 1, 198, 1507, 13056
